review,ManualLabelling,date,year,clean_review,before_cleaning,after_cleaning,normalized_review,before_normalizing,after_normalizing,tokenize_review,standardlized_review,before_stopwords,after_stopwords,stopwords_removed_count,stemmed_review,before_stemming,after_stemming
Suka sama aplikasinya,positif,2020-07-16,2020,suka sama aplikasinya,3,3,suka sama aplikasi nya,3,4,"['suka', 'sama', 'aplikasi', 'nya']","['suka', 'aplikasi', 'nya']",4,3,1,suka aplikasi nya,3,3
Verifikasi tidak jelas,negatif,2023-05-15,2023,verifikasi tidak jelas,3,3,verifikasi tidak jelas,3,3,"['verifikasi', 'tidak', 'jelas']","['verifikasi', 'tidak']",3,2,1,verifikasi tidak,2,2
Bagus...lanjutkan terus,negatif,2024-02-08,2024,bagus lanjutkan terus,2,3,bagus lanjutkan terus,3,3,"['bagus', 'lanjutkan', 'terus']","['bagus', 'lanjutkan']",3,2,1,bagus lanjut,2,2
Tambah Sukses selalu,positif,2024-04-10,2024,tambah sukses selalu,3,3,tambah sukses selalu,3,3,"['tambah', 'sukses', 'selalu']",['sukses'],3,1,2,sukses,1,1
Sangat baik dan membantu.,positif,2021-12-12,2021,sangat baik dan membantu,4,4,sangat baik dan membantu,4,4,"['sangat', 'baik', 'dan', 'membantu']",['membantu'],4,1,3,bantu,1,1
Lama kali upgrade nya,negatif,2021-10-29,2021,lama kali upgrade nya,4,4,lama kali upgrade nya,4,4,"['lama', 'kali', 'upgrade', 'nya']","['kali', 'upgrade', 'nya']",4,3,1,kali upgrade nya,3,3
App Jobseeker terbaik,positif,2021-06-30,2021,app jobseeker terbaik,3,3,aplikasi jobseeker terbaik,3,3,"['aplikasi', 'jobseeker', 'terbaik']","['aplikasi', 'jobseeker', 'terbaik']",3,3,0,aplikasi jobseeker baik,3,3
Gak bisa pilh daerah,negatif,2023-01-20,2023,gak bisa pilh daerah,4,4,tidak bisa pilh daerah,4,4,"['tidak', 'bisa', 'pilh', 'daerah']","['tidak', 'pilh', 'daerah']",4,3,1,tidak pilh daerah,3,3
akun saya di bajak mohon bantun nya untuk saya makasih,negatif,2021-05-07,2021,akun saya di bajak mohon bantun nya untuk saya makasih,10,10,akun saya di bajak mohon bantun nya untuk saya terima kasih,10,11,"['akun', 'saya', 'di', 'bajak', 'mohon', 'bantun', 'nya', 'untuk', 'saya', 'terima', 'kasih']","['akun', 'bajak', 'mohon', 'bantun', 'nya', 'terima', 'kasih']",11,7,4,akun bajak mohon bantun nya terima kasih,7,7
Bagus sekali,positif,2024-03-26,2024,bagus sekali,2,2,bagus sekali,2,2,"['bagus', 'sekali']",['bagus'],2,1,1,bagus,1,1
kebanyakan verivikasi akun gajelas,negatif,2023-08-12,2023,kebanyakan verivikasi akun gajelas,4,4,kebanyakan verivikasi akun tidak jelas,4,5,"['kebanyakan', 'verivikasi', 'akun', 'tidak', 'jelas']","['kebanyakan', 'verivikasi', 'akun', 'tidak']",5,4,1,banyak verivikasi akun tidak,4,4
Dahsyatnya bagus sekali,positif,2021-12-10,2021,dahsyatnya bagus sekali,3,3,dahsyatnya bagus sekali,3,3,"['dahsyatnya', 'bagus', 'sekali']","['dahsyatnya', 'bagus']",3,2,1,dahsyat bagus,2,2
Nambah Ribet gak kaya dulu. Buat akun aja ribet,negatif,2022-02-22,2022,nambah ribet gak kaya dulu buat akun aja ribet,9,9,nambah rumit tidak kayak dahulu buat akun saja rumit,9,9,"['nambah', 'rumit', 'tidak', 'kayak', 'dahulu', 'buat', 'akun', 'saja', 'rumit']","['nambah', 'rumit', 'tidak', 'kayak', 'akun', 'rumit']",9,6,3,nambah rumit tidak kayak akun rumit,6,6
Semoga bisa dapat perkejaan dari sini,positif,2020-05-11,2020,semoga bisa dapat perkejaan dari sini,6,6,semoga bisa dapat perkejaan dari sini,6,6,"['semoga', 'bisa', 'dapat', 'perkejaan', 'dari', 'sini']","['semoga', 'perkejaan']",6,2,4,moga perkejaan,2,2
Kode captcha nya bikin ribet,negatif,2023-08-24,2023,kode captcha nya bikin ribet,5,5,kode captcha nya bikin rumit,5,5,"['kode', 'captcha', 'nya', 'bikin', 'rumit']","['kode', 'captcha', 'nya', 'bikin', 'rumit']",5,5,0,kode captcha nya bikin rumit,5,5
"Masa login"" terus",negatif,2023-08-01,2023,masa login terus,3,3,masa login terus,3,3,"['masa', 'login', 'terus']",['login'],3,1,2,login,1,1
Tingkatkan linkedin,positif,2022-05-13,2022,tingkatkan linkedin,2,2,tingkatkan linkedin,2,2,"['tingkatkan', 'linkedin']","['tingkatkan', 'linkedin']",2,2,0,tingkat linkedin,2,2
Aplikasi yg sangat berguna,positif,2023-09-03,2023,aplikasi yg sangat berguna,4,4,aplikasi yang sangat berguna,4,4,"['aplikasi', 'yang', 'sangat', 'berguna']","['aplikasi', 'berguna']",4,2,2,aplikasi guna,2,2
"Akun saya hilang, bagaimana cara mengembalikannya....????",negatif,2020-02-25,2020,akun saya hilang bagaimana cara mengembalikannya,6,6,akun saya hilang bagaimana cara mengembalikannya,6,6,"['akun', 'saya', 'hilang', 'bagaimana', 'cara', 'mengembalikannya']","['akun', 'hilang', 'mengembalikannya']",6,3,3,akun hilang kembali,3,3
Sangat cocok untuk Anda,positif,2022-04-24,2022,sangat cocok untuk anda,4,4,sangat cocok untuk anda,4,4,"['sangat', 'cocok', 'untuk', 'anda']",['cocok'],4,1,3,cocok,1,1
"Terimakasih, Banyak membatu orang banyak",positif,2021-10-10,2021,terimakasih banyak membatu orang banyak,5,5,terima kasih banyak membantu orang banyak,5,6,"['terima', 'kasih', 'banyak', 'membantu', 'orang', 'banyak']","['terima', 'kasih', 'membantu', 'orang']",6,4,2,terima kasih bantu orang,4,4
Aplikasi in bagus tapi,positif,2021-03-09,2021,aplikasi in bagus tapi,4,4,aplikasi in bagus tapi,4,4,"['aplikasi', 'in', 'bagus', 'tapi']","['aplikasi', 'in', 'bagus']",4,3,1,aplikasi in bagus,3,3
Saya ingin cari kerja sampingan,positif,2022-02-18,2022,saya ingin cari kerja sampingan,5,5,saya ingin cari kerja sampingan,5,5,"['saya', 'ingin', 'cari', 'kerja', 'sampingan']","['cari', 'kerja', 'sampingan']",5,3,2,cari kerja samping,3,3
Bisa membuat Happy,positif,2020-09-15,2020,bisa membuat happy,3,3,bisa membuat senang,3,3,"['bisa', 'membuat', 'senang']",['senang'],3,1,2,senang,1,1
bagus appsnya,positif,2021-03-23,2021,bagus appsnya,2,2,bagus aplikasinya,2,2,"['bagus', 'aplikasinya']","['bagus', 'aplikasinya']",2,2,0,bagus aplikasi,2,2
"Jelek, verifikasinya aneh",negatif,2023-06-13,2023,jelek verifikasinya aneh,3,3,jelek verifikasinya aneh,3,3,"['jelek', 'verifikasinya', 'aneh']","['jelek', 'verifikasinya', 'aneh']",3,3,0,jelek verifikasi aneh,3,3
Jaringan internet lancar,positif,2021-07-22,2021,jaringan internet lancar,3,3,jaringan internet lancar,3,3,"['jaringan', 'internet', 'lancar']","['jaringan', 'internet', 'lancar']",3,3,0,jaring internet lancar,3,3
Aplikasi yang bermanfaat 👍🏻👍🏻👍🏻,positif,2023-07-24,2023,aplikasi yang bermanfaat,4,3,aplikasi yang bermanfaat,3,3,"['aplikasi', 'yang', 'bermanfaat']","['aplikasi', 'bermanfaat']",3,2,1,aplikasi manfaat,2,2
Sangat suka sekali,positif,2020-08-28,2020,sangat suka sekali,3,3,sangat suka sekali,3,3,"['sangat', 'suka', 'sekali']",['suka'],3,1,2,suka,1,1
"GA JELAS... BUKA LOWONGAN, LAMAR TAPI GA JELAS CARANYA",negatif,2020-11-04,2020,ga jelas buka lowongan lamar tapi ga jelas caranya,9,9,tidak jelas buka lowongan lamar tapi tidak jelas caranya,9,9,"['tidak', 'jelas', 'buka', 'lowongan', 'lamar', 'tapi', 'tidak', 'jelas', 'caranya']","['tidak', 'buka', 'lowongan', 'lamar', 'tidak']",9,5,4,tidak buka lowong lamar tidak,5,5
"Baik,dan membantu",positif,2022-05-27,2022,baik dan membantu,2,3,baik dan membantu,3,3,"['baik', 'dan', 'membantu']",['membantu'],3,1,2,bantu,1,1
"Kode verifikasinya ribet, rancu",negatif,2022-06-18,2022,kode verifikasinya ribet rancu,4,4,kode verifikasinya rumit rancu,4,4,"['kode', 'verifikasinya', 'rumit', 'rancu']","['kode', 'verifikasinya', 'rumit', 'rancu']",4,4,0,kode verifikasi rumit rancu,4,4
Mencoba mengunakan aplikasi Linkdln,positif,2020-10-02,2020,mencoba mengunakan aplikasi linkdln,4,4,mencoba mengunakan aplikasi linkdln,4,4,"['mencoba', 'mengunakan', 'aplikasi', 'linkdln']","['mencoba', 'mengunakan', 'aplikasi', 'linkdln']",4,4,0,coba mengunakan aplikasi linkdln,4,4
Membangun relasi dengan asyik,positif,2022-04-04,2022,membangun relasi dengan asyik,4,4,membangun relasi dengan asyik,4,4,"['membangun', 'relasi', 'dengan', 'asyik']","['membangun', 'relasi', 'asyik']",4,3,1,bangun relasi asyik,3,3
Susah login ampun dahhhh *1,negatif,2023-09-21,2023,susah login ampun dahhhh,5,4,susah login ampun dahhhh,4,4,"['susah', 'login', 'ampun', 'dahhhh']","['susah', 'login', 'ampun', 'dahhhh']",4,4,0,susah login ampun dahhhh,4,4
Susah untuk login,negatif,2024-01-17,2024,susah untuk login,3,3,susah untuk login,3,3,"['susah', 'untuk', 'login']","['susah', 'login']",3,2,1,susah login,2,2
Apa lh update ini malah nyusahin,negatif,2023-12-18,2023,apa lh update ini malah nyusahin,6,6,apa lh diperbarui ini bahkan nyusahin,6,6,"['apa', 'lh', 'diperbarui', 'ini', 'bahkan', 'nyusahin']","['lh', 'diperbarui', 'nyusahin']",6,3,3,lh baru nyusahin,3,3
Sangat membantu,positif,2024-08-23,2024,sangat membantu,2,2,sangat membantu,2,2,"['sangat', 'membantu']",['membantu'],2,1,1,bantu,1,1
Bagus sekali,positif,2024-03-22,2024,bagus sekali,2,2,bagus sekali,2,2,"['bagus', 'sekali']",['bagus'],2,1,1,bagus,1,1
Semoga bisa bermanfaat bukan hanya janji manis doang.,positif,2022-01-19,2022,semoga bisa bermanfaat bukan hanya janji manis doang,8,8,semoga bisa bermanfaat bukan hanya janji manis saja,8,8,"['semoga', 'bisa', 'bermanfaat', 'bukan', 'hanya', 'janji', 'manis', 'saja']","['semoga', 'bermanfaat', 'janji', 'manis']",8,4,4,moga manfaat janji manis,4,4
Bagus bermanfaat sekali,positif,2023-12-19,2023,bagus bermanfaat sekali,3,3,bagus bermanfaat sekali,3,3,"['bagus', 'bermanfaat', 'sekali']","['bagus', 'bermanfaat']",3,2,1,bagus manfaat,2,2
Bagus juga aplikasi ini,positif,2022-09-27,2022,bagus juga aplikasi ini,4,4,bagus juga aplikasi ini,4,4,"['bagus', 'juga', 'aplikasi', 'ini']","['bagus', 'aplikasi']",4,2,2,bagus aplikasi,2,2
Mga aplikasi nie bs membantu,positif,2020-06-11,2020,mga aplikasi nie bs membantu,5,5,mga aplikasi nie bisa membantu,5,5,"['mga', 'aplikasi', 'nie', 'bisa', 'membantu']","['mga', 'aplikasi', 'nie', 'membantu']",5,4,1,mga aplikasi nie bantu,4,4
Aplikasinya bagus,positif,2020-11-30,2020,aplikasinya bagus,2,2,aplikasi nya bagus,2,3,"['aplikasi', 'nya', 'bagus']","['aplikasi', 'nya', 'bagus']",3,3,0,aplikasi nya bagus,3,3
Banyak info lokernya,positif,2020-07-01,2020,banyak info lokernya,3,3,banyak informasi lokernya,3,3,"['banyak', 'informasi', 'lokernya']","['informasi', 'lokernya']",3,2,1,informasi lokernya,2,2
APLIKASI BANYAK IKLAN NYA GUA MALAS DOWNLOAD,negatif,2022-09-14,2022,aplikasi banyak iklan nya gua malas download,7,7,aplikasi banyak iklan nya saya malas unduh,7,7,"['aplikasi', 'banyak', 'iklan', 'nya', 'saya', 'malas', 'unduh']","['aplikasi', 'iklan', 'nya', 'malas', 'unduh']",7,5,2,aplikasi iklan nya malas unduh,5,5
Aplikasinya bagus,positif,2022-03-12,2022,aplikasinya bagus,2,2,aplikasi nya bagus,2,3,"['aplikasi', 'nya', 'bagus']","['aplikasi', 'nya', 'bagus']",3,3,0,aplikasi nya bagus,3,3
Ga jelas teka2 tekinya..uninstal ajalah,negatif,2022-05-31,2022,ga jelas teka tekinya uninstal ajalah,5,6,tidak jelas teka tekinya hapus instalan ajalah,6,7,"['tidak', 'jelas', 'teka', 'tekinya', 'hapus', 'instalan', 'ajalah']","['tidak', 'teka', 'tekinya', 'hapus', 'instalan', 'ajalah']",7,6,1,tidak teka teki hapus instalan aja,6,6
Semoga ini bermanfaat bagi kita semua,positif,2020-09-30,2020,semoga ini bermanfaat bagi kita semua,6,6,semoga ini bermanfaat bagi kita semua,6,6,"['semoga', 'ini', 'bermanfaat', 'bagi', 'kita', 'semua']","['semoga', 'bermanfaat']",6,2,4,moga manfaat,2,2
Bagus bisa membantu.,positif,2020-06-15,2020,bagus bisa membantu,3,3,bagus bisa membantu,3,3,"['bagus', 'bisa', 'membantu']","['bagus', 'membantu']",3,2,1,bagus bantu,2,2
Sesuai kebutuhan..,positif,2020-08-22,2020,sesuai kebutuhan,2,2,sesuai kebutuhan,2,2,"['sesuai', 'kebutuhan']","['sesuai', 'kebutuhan']",2,2,0,sesuai butuh,2,2
Aplikasi yang bagus,positif,2021-07-08,2021,aplikasi yang bagus,3,3,aplikasi yang bagus,3,3,"['aplikasi', 'yang', 'bagus']","['aplikasi', 'bagus']",3,2,1,aplikasi bagus,2,2
Kasih 4 dulu kalau bagus full bintang,positif,2020-01-23,2020,kasih dulu kalau bagus full bintang,7,6,kasih dahulu kalau bagus full bintang,6,6,"['kasih', 'dahulu', 'kalau', 'bagus', 'full', 'bintang']","['kasih', 'bagus', 'full', 'bintang']",6,4,2,kasih bagus full bintang,4,4
Sejauh ini bagus gan,positif,2021-11-10,2021,sejauh ini bagus gan,4,4,sejauh ini bagus juragan,4,4,"['sejauh', 'ini', 'bagus', 'juragan']","['bagus', 'juragan']",4,2,2,bagus juragan,2,2
Aplikasi ini tidak sesuai,negatif,2023-10-31,2023,aplikasi ini tidak sesuai,4,4,aplikasi ini tidak sesuai,4,4,"['aplikasi', 'ini', 'tidak', 'sesuai']","['aplikasi', 'tidak', 'sesuai']",4,3,1,aplikasi tidak sesuai,3,3
Mantap apk nya,positif,2023-03-22,2023,mantap apk nya,3,3,mantap aplikasi nya,3,3,"['mantap', 'aplikasi', 'nya']","['mantap', 'aplikasi', 'nya']",3,3,0,mantap aplikasi nya,3,3
SALDO DANA SAYA TERPOTONG DAN SAYA TIDAK MERASA BERLANGGANAN.MOHON UNTUK REFUND KE AKUN DANA SAYA.,negatif,2023-02-02,2023,saldo dana saya terpotong dan saya tidak merasa berlangganan mohon untuk refund ke akun dana saya,15,16,saldo dana saya terpotong dan saya tidak merasa berlangganan mohon untuk refund ke akun dana saya,16,16,"['saldo', 'dana', 'saya', 'terpotong', 'dan', 'saya', 'tidak', 'merasa', 'berlangganan', 'mohon', 'untuk', 'refund', 'ke', 'akun', 'dana', 'saya']","['saldo', 'dana', 'terpotong', 'tidak', 'berlangganan', 'mohon', 'refund', 'akun', 'dana']",16,9,7,saldo dana potong tidak langgan mohon refund akun dana,9,9
Banyak koneksi profesional di sini,positif,2020-06-19,2020,banyak koneksi profesional di sini,5,5,banyak koneksi profesional di sini,5,5,"['banyak', 'koneksi', 'profesional', 'di', 'sini']","['koneksi', 'profesional']",5,2,3,koneksi profesional,2,2
Bagus aja lah .. hasil nya nanti ..,positif,2020-05-08,2020,bagus aja lah hasil nya nanti,8,6,bagus saja lah hasil nya nanti,6,6,"['bagus', 'saja', 'lah', 'hasil', 'nya', 'nanti']","['bagus', 'hasil', 'nya']",6,3,3,bagus hasil nya,3,3
APLIKASI TOLOL BARU LOGIN AJA SURUH NEBAK KODOK BEGO,negatif,2022-06-02,2022,aplikasi tolol baru login aja suruh nebak kodok bego,9,9,aplikasi tolol baru login saja suruh nebak kodok bodoh,9,9,"['aplikasi', 'tolol', 'baru', 'login', 'saja', 'suruh', 'nebak', 'kodok', 'bodoh']","['aplikasi', 'tolol', 'login', 'suruh', 'nebak', 'kodok', 'bodoh']",9,7,2,aplikasi tolol login suruh nebak kodok bodoh,7,7
Sulit mencari lowongan kerja mencari usia 49 Tahun,negatif,2022-07-29,2022,sulit mencari lowongan kerja mencari usia tahun,8,7,sulit mencari lowongan kerja mencari usia tahun,7,7,"['sulit', 'mencari', 'lowongan', 'kerja', 'mencari', 'usia', 'tahun']","['sulit', 'mencari', 'lowongan', 'kerja', 'mencari', 'usia']",7,6,1,sulit cari lowong kerja cari usia,6,6
Aplikasi yang bagus,positif,2021-04-23,2021,aplikasi yang bagus,3,3,aplikasi yang bagus,3,3,"['aplikasi', 'yang', 'bagus']","['aplikasi', 'bagus']",3,2,1,aplikasi bagus,2,2
Banyak syrat nya susah,negatif,2021-09-20,2021,banyak syrat nya susah,4,4,banyak syrat nya susah,4,4,"['banyak', 'syrat', 'nya', 'susah']","['syrat', 'nya', 'susah']",4,3,1,syrat nya susah,3,3
Bagus Dan Sangat Membantu,positif,2022-01-30,2022,bagus dan sangat membantu,4,4,bagus dan sangat membantu,4,4,"['bagus', 'dan', 'sangat', 'membantu']","['bagus', 'membantu']",4,2,2,bagus bantu,2,2
Aplikasi yang bermanfaat,positif,2024-01-10,2024,aplikasi yang bermanfaat,3,3,aplikasi yang bermanfaat,3,3,"['aplikasi', 'yang', 'bermanfaat']","['aplikasi', 'bermanfaat']",3,2,1,aplikasi manfaat,2,2
Vervikasinya tolong di benarkan mana yang salah dari saya,negatif,2022-10-18,2022,vervikasinya tolong di benarkan mana yang salah dari saya,9,9,vervikasinya tolong di benarkan mana yang salah dari saya,9,9,"['vervikasinya', 'tolong', 'di', 'benarkan', 'mana', 'yang', 'salah', 'dari', 'saya']","['vervikasinya', 'tolong', 'benarkan', 'salah']",9,4,5,vervikasinya tolong benar salah,4,4
"Semoga kedepannya lebih membangun,nusa bangsa,dan agama",positif,2021-01-29,2021,semoga kedepannya lebih membangun nusa bangsa dan agama,6,8,semoga kedepannya lebih membangun nusa bangsa dan agama,8,8,"['semoga', 'kedepannya', 'lebih', 'membangun', 'nusa', 'bangsa', 'dan', 'agama']","['semoga', 'kedepannya', 'membangun', 'nusa', 'bangsa', 'agama']",8,6,2,moga depan bangun nusa bangsa agama,6,6
Aplikasi sangat membantu,positif,2022-09-02,2022,aplikasi sangat membantu,3,3,aplikasi sangat membantu,3,3,"['aplikasi', 'sangat', 'membantu']","['aplikasi', 'membantu']",3,2,1,aplikasi bantu,2,2
aplikasi menyulitkan,negatif,2021-05-20,2021,aplikasi menyulitkan,2,2,aplikasi menyulitkan,2,2,"['aplikasi', 'menyulitkan']","['aplikasi', 'menyulitkan']",2,2,0,aplikasi sulit,2,2
Keren aplikasi nya,positif,2021-09-09,2021,keren aplikasi nya,3,3,keren aplikasi nya,3,3,"['keren', 'aplikasi', 'nya']","['keren', 'aplikasi', 'nya']",3,3,0,keren aplikasi nya,3,3
"Mantab, bagus sekali",negatif,2022-01-13,2022,mantab bagus sekali,3,3,mantap bagus sekali,3,3,"['mantap', 'bagus', 'sekali']","['mantap', 'bagus']",3,2,1,mantap bagus,2,2
Semoga dpt membantu saya mencari pekerjaan sebagai Driver,positif,2021-08-03,2021,semoga dpt membantu saya mencari pekerjaan sebagai driver,8,8,semoga dapat membantu saya mencari pekerjaan sebagai pengemudi,8,8,"['semoga', 'dapat', 'membantu', 'saya', 'mencari', 'pekerjaan', 'sebagai', 'pengemudi']","['semoga', 'membantu', 'mencari', 'pekerjaan', 'pengemudi']",8,5,3,moga bantu cari kerja kemudi,5,5
"Semoga makin sukses dalam pekerjaanku,amin ya Allah 🙏",positif,2020-07-22,2020,semoga makin sukses dalam pekerjaanku amin ya allah,8,8,semoga makin sukses dalam pekerjaanku aamiin ya allah,8,8,"['semoga', 'makin', 'sukses', 'dalam', 'pekerjaanku', 'aamiin', 'ya', 'allah']","['semoga', 'sukses', 'pekerjaanku', 'aamiin', 'ya', 'allah']",8,6,2,moga sukses kerja aamiin ya allah,6,6
Bagus bisa membantu,positif,2022-06-11,2022,bagus bisa membantu,3,3,bagus bisa membantu,3,3,"['bagus', 'bisa', 'membantu']","['bagus', 'membantu']",3,2,1,bagus bantu,2,2
Aplikasi yang inovatif,positif,2022-04-28,2022,aplikasi yang inovatif,3,3,aplikasi yang inovatif,3,3,"['aplikasi', 'yang', 'inovatif']","['aplikasi', 'inovatif']",3,2,1,aplikasi inovatif,2,2
ga jelas verifikasi,negatif,2023-03-09,2023,ga jelas verifikasi,3,3,tidak jelas verifikasi,3,3,"['tidak', 'jelas', 'verifikasi']","['tidak', 'verifikasi']",3,2,1,tidak verifikasi,2,2
Sangat membantu.bagi kami,positif,2021-09-26,2021,sangat membantu bagi kami,3,4,sangat membantu bagi kami,4,4,"['sangat', 'membantu', 'bagi', 'kami']",['membantu'],4,1,3,bantu,1,1
Verifikasi bikin ribet,negatif,2023-05-23,2023,verifikasi bikin ribet,3,3,verifikasi bikin rumit,3,3,"['verifikasi', 'bikin', 'rumit']","['verifikasi', 'bikin', 'rumit']",3,3,0,verifikasi bikin rumit,3,3
APASIII MUNCUL GAJELASS IKLAN MULUUU$@##!#!$+=!,negatif,2024-06-15,2024,apasiii muncul gajelass iklan muluuu,5,5,apasiii muncul gajelass iklan muluuu,5,5,"['apasiii', 'muncul', 'gajelass', 'iklan', 'muluuu']","['apasiii', 'muncul', 'gajelass', 'iklan', 'muluuu']",5,5,0,apasiii muncul gajelass iklan muluuu,5,5
Login aja ribet banget,negatif,2022-08-30,2022,login aja ribet banget,4,4,login saja rumit banget,4,4,"['login', 'saja', 'rumit', 'banget']","['login', 'rumit', 'banget']",4,3,1,login rumit banget,3,3
Aplikasi sangat baik,positif,2021-09-01,2021,aplikasi sangat baik,3,3,aplikasi sangat baik,3,3,"['aplikasi', 'sangat', 'baik']",['aplikasi'],3,1,2,aplikasi,1,1
Aplikasi jejaring terbaik,positif,2020-08-24,2020,aplikasi jejaring terbaik,3,3,aplikasi jejaring terbaik,3,3,"['aplikasi', 'jejaring', 'terbaik']","['aplikasi', 'jejaring', 'terbaik']",3,3,0,aplikasi jejaring baik,3,3
Linkedln semakin didepan,positif,2021-06-12,2021,linkedln semakin didepan,3,3,linkedln semakin didepan,3,3,"['linkedln', 'semakin', 'didepan']","['linkedln', 'didepan']",3,2,1,linkedln depan,2,2
Sangat membantu sekali,positif,2020-10-31,2020,sangat membantu sekali,3,3,sangat membantu sekali,3,3,"['sangat', 'membantu', 'sekali']",['membantu'],3,1,2,bantu,1,1
Saya suka sekali dengan aplikasi ini,positif,2021-02-08,2021,saya suka sekali dengan aplikasi ini,6,6,saya suka sekali dengan aplikasi ini,6,6,"['saya', 'suka', 'sekali', 'dengan', 'aplikasi', 'ini']","['suka', 'aplikasi']",6,2,4,suka aplikasi,2,2
Semoga bermanfaat dan sukses,positif,2022-03-16,2022,semoga bermanfaat dan sukses,4,4,semoga bermanfaat dan sukses,4,4,"['semoga', 'bermanfaat', 'dan', 'sukses']","['semoga', 'bermanfaat', 'sukses']",4,3,1,moga manfaat sukses,3,3
Semoga dapat pekerjaan di Linkedln,positif,2020-11-28,2020,semoga dapat pekerjaan di linkedln,5,5,semoga dapat pekerjaan di linkedln,5,5,"['semoga', 'dapat', 'pekerjaan', 'di', 'linkedln']","['semoga', 'pekerjaan', 'linkedln']",5,3,2,moga kerja linkedln,3,3
Verifikasi aje ribet amat,negatif,2021-06-22,2021,verifikasi aje ribet amat,4,4,verifikasi aje rumit amat,4,4,"['verifikasi', 'aje', 'rumit', 'amat']","['verifikasi', 'aje', 'rumit']",4,3,1,verifikasi aje rumit,3,3
Good..respon cepat,positif,2020-10-03,2020,good respon cepat,2,3,bagus respons cepat,3,3,"['bagus', 'respons', 'cepat']","['bagus', 'respons', 'cepat']",3,3,0,bagus respons cepat,3,3
Sangat membantu sekali,positif,2022-09-19,2022,sangat membantu sekali,3,3,sangat membantu sekali,3,3,"['sangat', 'membantu', 'sekali']",['membantu'],3,1,2,bantu,1,1
Nyaman dipakainya,positif,2021-11-03,2021,nyaman dipakainya,2,2,nyaman dipakainya,2,2,"['nyaman', 'dipakainya']","['nyaman', 'dipakainya']",2,2,0,nyaman pakai,2,2
Jgn di donlot verifikasi nya gila,negatif,2022-06-24,2022,jgn di donlot verifikasi nya gila,6,6,jangan di download verifikasi nya gila,6,6,"['jangan', 'di', 'download', 'verifikasi', 'nya', 'gila']","['download', 'verifikasi', 'nya', 'gila']",6,4,2,download verifikasi nya gila,4,4
Sangat bermanfaat,positif,2020-06-11,2020,sangat bermanfaat,2,2,sangat bermanfaat,2,2,"['sangat', 'bermanfaat']",['bermanfaat'],2,1,1,manfaat,1,1
Bagus dan bermanfaat lhoh,positif,2020-11-10,2020,bagus dan bermanfaat lhoh,4,4,bagus dan bermanfaat loh,4,4,"['bagus', 'dan', 'bermanfaat', 'loh']","['bagus', 'bermanfaat', 'loh']",4,3,1,bagus manfaat loh,3,3
Sangat membantu sekali,positif,2022-08-07,2022,sangat membantu sekali,3,3,sangat membantu sekali,3,3,"['sangat', 'membantu', 'sekali']",['membantu'],3,1,2,bantu,1,1
Link yang bagus 👍👍👍,positif,2020-07-09,2020,link yang bagus,4,3,link yang bagus,3,3,"['link', 'yang', 'bagus']","['link', 'bagus']",3,2,1,link bagus,2,2
Bagus dan berkesan,positif,2020-07-15,2020,bagus dan berkesan,3,3,bagus dan berkesan,3,3,"['bagus', 'dan', 'berkesan']","['bagus', 'berkesan']",3,2,1,bagus kesan,2,2
Aplikasi nya kurang jelas,negatif,2020-08-06,2020,aplikasi nya kurang jelas,4,4,aplikasi nya kurang jelas,4,4,"['aplikasi', 'nya', 'kurang', 'jelas']","['aplikasi', 'nya']",4,2,2,aplikasi nya,2,2
Saya ingin coba dan belajar,positif,2020-07-10,2020,saya ingin coba dan belajar,5,5,saya ingin coba dan belajar,5,5,"['saya', 'ingin', 'coba', 'dan', 'belajar']","['coba', 'belajar']",5,2,3,coba ajar,2,2
optimal,positif,2020-09-01,2020,optimal,1,1,optimal,1,1,['optimal'],['optimal'],1,1,0,optimal,1,1
Sangat bagus sekali,positif,2022-12-22,2022,sangat bagus sekali,3,3,sangat bagus sekali,3,3,"['sangat', 'bagus', 'sekali']",['bagus'],3,1,2,bagus,1,1
Semoga bermanfaat buat kita semua....,positif,2021-11-12,2021,semoga bermanfaat buat kita semua,5,5,semoga bermanfaat buat kita semua,5,5,"['semoga', 'bermanfaat', 'buat', 'kita', 'semua']","['semoga', 'bermanfaat']",5,2,3,moga manfaat,2,2
"Ribet,ga da lowongan kerja yg di Aceh selatan",negatif,2022-08-09,2022,ribet ga da lowongan kerja yg di aceh selatan,8,9,rumit tidak ada lowongan kerja yang di aceh selatan,9,9,"['rumit', 'tidak', 'ada', 'lowongan', 'kerja', 'yang', 'di', 'aceh', 'selatan']","['rumit', 'tidak', 'lowongan', 'kerja', 'aceh', 'selatan']",9,6,3,rumit tidak lowong kerja aceh selatan,6,6
info slalu update,positif,2023-11-10,2023,info slalu update,3,3,informasi selalu diperbarui,3,3,"['informasi', 'selalu', 'diperbarui']","['informasi', 'diperbarui']",3,2,1,informasi baru,2,2
oklah... bisa membantu kita,positif,2023-12-18,2023,oklah bisa membantu kita,4,4,oklah bisa membantu kita,4,4,"['oklah', 'bisa', 'membantu', 'kita']","['oklah', 'membantu']",4,2,2,oklah bantu,2,2
"Payah, mau rubah sandi salah mulu",negatif,2024-06-13,2024,payah mau rubah sandi salah mulu,6,6,payah mau rubah sandi salah mulu,6,6,"['payah', 'mau', 'rubah', 'sandi', 'salah', 'mulu']","['payah', 'rubah', 'sandi', 'salah', 'mulu']",6,5,1,payah rubah sandi salah mulu,5,5
